wl,n,wl,k
3.66,3.98682,3.66,0
3.68,3.98648,3.68,0
3.7,3.98614,3.7,0
3.72,3.98581,3.72,0
3.74,3.98549,3.74,0
3.76,3.98517,3.76,0
3.78,3.98486,3.78,0
3.8,3.98455,3.8,0
3.82,3.98425,3.82,0
3.84,3.98395,3.84,0
3.86,3.98365,3.86,0
3.88,3.98336,3.88,0
3.9,3.98308,3.9,0
3.92,3.9828,3.92,0
3.94,3.98252,3.94,0
3.96,3.98225,3.96,0
3.98,3.98198,3.98,0
4,3.98171,4,0
4.02,3.98145,4.02,0
4.04,3.9812,4.04,0
4.06,3.98094,4.06,0
4.08,3.9807,4.08,0
4.1,3.98045,4.1,0
4.12,3.98021,4.12,0
4.14,3.97997,4.14,0
4.16,3.97973,4.16,0
4.18,3.9795,4.18,0
4.2,3.97927,4.2,0
4.22,3.97905,4.22,0
4.24,3.97883,4.24,0
4.26,3.97861,4.26,0
4.28,3.97839,4.28,0
4.3,3.97818,4.3,0
4.32,3.97797,4.32,0
4.34,3.97776,4.34,0
4.36,3.97756,4.36,0
4.38,3.97736,4.38,0
4.4,3.97716,4.4,0
4.42,3.97696,4.42,0
4.44,3.97677,4.44,0
4.46,3.97658,4.46,0
4.48,3.97639,4.48,0
4.5,3.97621,4.5,0
4.52,3.97602,4.52,0
4.54,3.97584,4.54,0
4.56,3.97566,4.56,0
4.58,3.97549,4.58,0
4.6,3.97531,4.6,0
4.62,3.97514,4.62,0
4.64,3.97497,4.64,0
4.66,3.97481,4.66,0
4.68,3.97464,4.68,0
4.7,3.97448,4.7,0
4.72,3.97432,4.72,0
4.74,3.97416,4.74,0
4.76,3.974,4.76,0
4.78,3.97385,4.78,0
4.8,3.97369,4.8,0
4.82,3.97354,4.82,0
4.84,3.97339,4.84,0
4.86,3.97325,4.86,0
4.88,3.9731,4.88,0
4.9,3.97296,4.9,0
4.92,3.97282,4.92,0
4.94,3.97268,4.94,0
4.96,3.97254,4.96,0
4.98,3.9724,4.98,0
5,3.97227,5,0
5.02,3.97213,5.02,0
5.04,3.972,5.04,0
5.06,3.97187,5.06,0
5.08,3.97174,5.08,0
5.1,3.97161,5.1,0
5.12,3.97149,5.12,0
5.14,3.97136,5.14,0
5.16,3.97124,5.16,0
5.18,3.97112,5.18,0
5.2,3.971,5.2,0
5.22,3.97088,5.22,0
5.24,3.97076,5.24,0
5.26,3.97065,5.26,0
5.28,3.97053,5.28,0
5.3,3.97042,5.3,0
5.32,3.97031,5.32,0
5.34,3.97019,5.34,0
5.36,3.97008,5.36,0
5.38,3.96998,5.38,0
5.4,3.96987,5.4,0
5.42,3.96976,5.42,0
5.44,3.96966,5.44,0
5.46,3.96955,5.46,0
5.48,3.96945,5.48,0
5.5,3.96935,5.5,0
5.52,3.96925,5.52,0
5.54,3.96915,5.54,0
5.56,3.96905,5.56,0
5.58,3.96895,5.58,0
5.6,3.96886,5.6,0
5.62,3.96876,5.62,0
5.64,3.96867,5.64,0
5.66,3.96858,5.66,0
5.68,3.96848,5.68,0
5.7,3.96839,5.7,0
5.72,3.9683,5.72,0
5.74,3.96821,5.74,0
5.76,3.96812,5.76,0
5.78,3.96804,5.78,0
5.8,3.96795,5.8,0
5.82,3.96787,5.82,0
5.84,3.96778,5.84,0
5.86,3.9677,5.86,0
5.88,3.96761,5.88,0
5.9,3.96753,5.9,0
5.92,3.96745,5.92,0
5.94,3.96737,5.94,0
5.96,3.96729,5.96,0
5.98,3.96721,5.98,0
6,3.96713,6,0
6.02,3.96705,6.02,0
6.04,3.96698,6.04,0
6.06,3.9669,6.06,0
6.08,3.96683,6.08,0
6.1,3.96675,6.1,0
6.12,3.96668,6.12,0
6.14,3.96661,6.14,0
6.16,3.96653,6.16,0
6.18,3.96646,6.18,0
6.2,3.96639,6.2,0
6.22,3.96632,6.22,0
6.24,3.96625,6.24,0
6.26,3.96618,6.26,0
6.28,3.96612,6.28,0
6.3,3.96605,6.3,0
6.32,3.96598,6.32,0
6.34,3.96591,6.34,0
6.36,3.96585,6.36,0
6.38,3.96578,6.38,0
6.4,3.96572,6.4,0
6.42,3.96566,6.42,0
6.44,3.96559,6.44,0
6.46,3.96553,6.46,0
6.48,3.96547,6.48,0
6.5,3.96541,6.5,0
6.52,3.96535,6.52,0
6.54,3.96529,6.54,0
6.56,3.96523,6.56,0
6.58,3.96517,6.58,0
6.6,3.96511,6.6,0
6.62,3.96505,6.62,0
6.64,3.96499,6.64,0
6.66,3.96493,6.66,0
6.68,3.96488,6.68,0
6.7,3.96482,6.7,0
6.72,3.96477,6.72,0
6.74,3.96471,6.74,0
6.76,3.96466,6.76,0
6.78,3.9646,6.78,0
6.8,3.96455,6.8,0
6.82,3.9645,6.82,0
6.84,3.96444,6.84,0
6.86,3.96439,6.86,0
6.88,3.96434,6.88,0
6.9,3.96429,6.9,0
6.92,3.96424,6.92,0
6.94,3.96419,6.94,0
6.96,3.96414,6.96,0
6.98,3.96409,6.98,0
7,3.96404,7,0
7.02,3.96399,7.02,0
7.04,3.96394,7.04,0
7.06,3.96389,7.06,0
7.08,3.96384,7.08,0
7.1,3.9638,7.1,0
7.12,3.96375,7.12,0
7.14,3.9637,7.14,0
7.16,3.96366,7.16,0
7.18,3.96361,7.18,0
7.2,3.96357,7.2,0
7.22,3.96352,7.22,0
7.24,3.96348,7.24,0
7.26,3.96343,7.26,0
7.28,3.96339,7.28,0
7.3,3.96335,7.3,0
7.32,3.9633,7.32,0
7.34,3.96326,7.34,0
7.36,3.96322,7.36,0
7.38,3.96318,7.38,0
7.4,3.96314,7.4,0
7.42,3.96309,7.42,0
7.44,3.96305,7.44,0
7.46,3.96301,7.46,0
7.48,3.96297,7.48,0
7.5,3.96293,7.5,0
7.52,3.96289,7.52,0
7.54,3.96285,7.54,0
7.56,3.96281,7.56,0
7.58,3.96278,7.58,0
7.6,3.96274,7.6,0
7.62,3.9627,7.62,0
7.64,3.96266,7.64,0
7.66,3.96262,7.66,0
7.68,3.96259,7.68,0
7.7,3.96255,7.7,0
7.72,3.96251,7.72,0
7.74,3.96248,7.74,0
7.76,3.96244,7.76,0
7.78,3.96241,7.78,0
7.8,3.96237,7.8,0
7.82,3.96233,7.82,0
7.84,3.9623,7.84,0
7.86,3.96226,7.86,0
7.88,3.96223,7.88,0
7.9,3.9622,7.9,0
7.92,3.96216,7.92,0
7.94,3.96213,7.94,0
7.96,3.96209,7.96,0
7.98,3.96206,7.98,0
8,3.96203,8,0
8.02,3.962,8.02,0
8.04,3.96196,8.04,0
8.06,3.96193,8.06,0
8.08,3.9619,8.08,0
8.1,3.96187,8.1,0
8.12,3.96184,8.12,0
8.14,3.9618,8.14,0
8.16,3.96177,8.16,0
8.18,3.96174,8.18,0
8.2,3.96171,8.2,0
8.22,3.96168,8.22,0
8.24,3.96165,8.24,0
8.26,3.96162,8.26,0
8.28,3.96159,8.28,0
8.3,3.96156,8.3,0
8.32,3.96153,8.32,0
8.34,3.9615,8.34,0
8.36,3.96148,8.36,0
8.38,3.96145,8.38,0
8.4,3.96142,8.4,0
8.42,3.96139,8.42,0
8.44,3.96136,8.44,0
8.46,3.96133,8.46,0
8.48,3.96131,8.48,0
8.5,3.96128,8.5,0
8.52,3.96125,8.52,0
8.54,3.96123,8.54,0
8.56,3.9612,8.56,0
8.58,3.96117,8.58,0
8.6,3.96115,8.6,0
8.62,3.96112,8.62,0
8.64,3.96109,8.64,0
8.66,3.96107,8.66,0
8.68,3.96104,8.68,0
8.7,3.96102,8.7,0
8.72,3.96099,8.72,0
8.74,3.96096,8.74,0
8.76,3.96094,8.76,0
8.78,3.96091,8.78,0
8.8,3.96089,8.8,0
8.82,3.96087,8.82,0
8.84,3.96084,8.84,0
8.86,3.96082,8.86,0
8.88,3.96079,8.88,0
8.9,3.96077,8.9,0
8.92,3.96074,8.92,0
8.94,3.96072,8.94,0
8.96,3.9607,8.96,0
8.98,3.96067,8.98,0
9,3.96065,9,0
9.02,3.96063,9.02,0
9.04,3.96061,9.04,0
9.06,3.96058,9.06,0
9.08,3.96056,9.08,0
9.1,3.96054,9.1,0
9.12,3.96052,9.12,0
9.14,3.96049,9.14,0
9.16,3.96047,9.16,0
9.18,3.96045,9.18,0
9.2,3.96043,9.2,0
9.22,3.96041,9.22,0
9.24,3.96039,9.24,0
9.26,3.96036,9.26,0
9.28,3.96034,9.28,0
9.3,3.96032,9.3,0
9.32,3.9603,9.32,0
9.34,3.96028,9.34,0
9.36,3.96026,9.36,0
9.38,3.96024,9.38,0
9.4,3.96022,9.4,0
9.42,3.9602,9.42,0
9.44,3.96018,9.44,0
9.46,3.96016,9.46,0
9.48,3.96014,9.48,0
9.5,3.96012,9.5,0
9.52,3.9601,9.52,0
9.54,3.96008,9.54,0
9.56,3.96006,9.56,0
9.58,3.96004,9.58,0
9.6,3.96002,9.6,0
9.62,3.96,9.62,0
9.64,3.95999,9.64,0
9.66,3.95997,9.66,0
9.68,3.95995,9.68,0
9.7,3.95993,9.7,0
9.72,3.95991,9.72,0
9.74,3.95989,9.74,0
9.76,3.95988,9.76,0
9.78,3.95986,9.78,0
9.8,3.95984,9.8,0
9.82,3.95982,9.82,0
9.84,3.9598,9.84,0
9.86,3.95979,9.86,0
9.88,3.95977,9.88,0
9.9,3.95975,9.9,0
9.92,3.95973,9.92,0
9.94,3.95972,9.94,0
9.96,3.9597,9.96,0
9.98,3.95968,9.98,0
10,3.95967,10,0
10.02,3.95965,10.02,0
10.04,3.95963,10.04,0
10.06,3.95962,10.06,0
10.08,3.9596,10.08,0
10.1,3.95958,10.1,0
10.12,3.95957,10.12,0
10.14,3.95955,10.14,0
10.16,3.95954,10.16,0
10.18,3.95952,10.18,0
10.2,3.9595,10.2,0
10.22,3.95949,10.22,0
10.24,3.95947,10.24,0
10.26,3.95946,10.26,0
10.28,3.95944,10.28,0
10.3,3.95943,10.3,0
10.32,3.95941,10.32,0
10.34,3.95939,10.34,0
10.36,3.95938,10.36,0
10.38,3.95936,10.38,0
10.4,3.95935,10.4,0
10.42,3.95933,10.42,0
10.44,3.95932,10.44,0
10.46,3.95931,10.46,0
10.48,3.95929,10.48,0
10.5,3.95928,10.5,0
10.52,3.95926,10.52,0
10.54,3.95925,10.54,0
10.56,3.95923,10.56,0
10.58,3.95922,10.58,0
10.6,3.9592,10.6,0
10.62,3.95919,10.62,0
10.64,3.95918,10.64,0
10.66,3.95916,10.66,0
10.68,3.95915,10.68,0
10.7,3.95913,10.7,0
10.72,3.95912,10.72,0
10.74,3.95911,10.74,0
10.76,3.95909,10.76,0
10.78,3.95908,10.78,0
10.8,3.95907,10.8,0
10.82,3.95905,10.82,0
10.84,3.95904,10.84,0
10.86,3.95903,10.86,0
10.88,3.95901,10.88,0
10.9,3.959,10.9,0
10.92,3.95899,10.92,0
10.94,3.95898,10.94,0
10.96,3.95896,10.96,0
10.98,3.95895,10.98,0
11,3.95894,11,0
