wl,n,wl,k
1.61941,3.423298,1.61941,5.422716
1.62288,3.43294,1.62288,5.43063
1.62635,3.442581,1.62635,5.438521
1.62982,3.452222,1.62982,5.446389
1.63329,3.461862,1.63329,5.454234
1.63676,3.471501,1.63676,5.462055
1.64023,3.481139,1.64023,5.469853
1.6437,3.490777,1.6437,5.477629
1.64717,3.500413,1.64717,5.485382
1.65065,3.510048,1.65065,5.493112
1.65412,3.519682,1.65412,5.50082
1.65759,3.529315,1.65759,5.508505
1.66107,3.538947,1.66107,5.516167
1.66454,3.548578,1.66454,5.523808
1.66802,3.558208,1.66802,5.531427
1.6715,3.567836,1.6715,5.539023
1.67497,3.577463,1.67497,5.546597
1.67845,3.587089,1.67845,5.55415
1.68193,3.596714,1.68193,5.561681
1.6854,3.606338,1.6854,5.56919
1.68888,3.61596,1.68888,5.576678
