wl,n,wl,k
,,1.58875,0.000104557
,,1.59,0.000103753
,,1.59125,0.000102948
,,1.5925,0.000102142
,,1.59375,0.000101461
,,1.595,0.000100652
,,1.59625,0.000100096
,,1.5975,9.93E-05
,,1.59875,9.86E-05
,,1.6,9.79E-05
,,1.60125,9.72E-05
,,1.6025,9.67E-05
,,1.60375,9.60E-05
,,1.605,9.54E-05
,,1.60625,9.48E-05
,,1.6075,9.43E-05
,,1.60875,9.36E-05
,,1.61,9.31E-05
,,1.61125,9.26E-05
,,1.6125,9.21E-05
,,1.61375,9.14E-05
,,1.615,9.11E-05
,,1.61625,9.05E-05
,,1.6175,9.01E-05
,,1.61875,8.95E-05
,,1.62,8.92E-05
,,1.62125,8.86E-05
,,1.6225,8.83E-05
,,1.62375,8.77E-05
,,1.625,8.74E-05
,,1.62625,8.70E-05
,,1.6275,8.66E-05
,,1.62875,8.62E-05
,,1.63,8.59E-05
,,1.63125,8.55E-05
,,1.6325,8.52E-05
,,1.63375,8.48E-05
,,1.635,8.46E-05
,,1.63625,8.41E-05
,,1.6375,8.38E-05
,,1.63875,8.35E-05
,,1.64,8.33E-05
,,1.64125,8.29E-05
,,1.6425,8.26E-05
,,1.64375,8.24E-05
,,1.645,8.19E-05
,,1.64625,8.19E-05
,,1.6475,8.15E-05
,,1.64875,8.13E-05
,,1.65,8.10E-05
,,1.65125,8.09E-05
,,1.6525,8.06E-05
,,1.65375,8.05E-05
,,1.655,8.02E-05
,,1.65625,8.01E-05
,,1.6575,7.99E-05
,,1.65875,7.99E-05
,,1.66,7.95E-05
,,1.66125,7.96E-05
,,1.6625,7.94E-05
,,1.66375,7.94E-05
,,1.665,7.91E-05
,,1.66625,7.93E-05
,,1.6675,7.92E-05
,,1.66875,7.91E-05
,,1.67,7.89E-05
,,1.67125,7.89E-05
,,1.6725,7.89E-05
,,1.67375,7.89E-05
,,1.675,7.86E-05
,,1.67625,7.87E-05
,,1.6775,7.86E-05
,,1.67875,7.86E-05
,,1.68,7.83E-05
,,1.68125,7.83E-05
,,1.6825,7.83E-05
,,1.68375,7.81E-05
,,1.685,7.82E-05
,,1.68625,7.81E-05
,,1.6875,7.82E-05
,,1.68875,7.81E-05
,,1.69,7.80E-05
,,1.69125,7.79E-05
,,1.6925,7.78E-05
,,1.69375,7.79E-05
,,1.695,7.81E-05
,,1.69625,7.99E-05
,,1.6975,8.00E-05
,,1.69875,8.00E-05
,,1.7,8.01E-05
,,1.70125,8.00E-05
,,1.7025,8.01E-05
,,1.70375,8.03E-05
,,1.705,8.06E-05
,,1.70625,8.08E-05
,,1.7075,8.11E-05
,,1.70875,8.10E-05
,,1.71,8.11E-05
,,1.71125,8.13E-05
,,1.7125,8.14E-05
,,1.71375,8.17E-05
,,1.715,8.19E-05
,,1.71625,8.22E-05
,,1.7175,8.21E-05
,,1.71875,8.22E-05
,,1.72,8.24E-05
,,1.72125,8.27E-05
,,1.7225,8.31E-05
,,1.72375,8.34E-05
,,1.725,8.37E-05
,,1.72625,8.38E-05
,,1.7275,8.37E-05
,,1.72875,8.41E-05
,,1.73,8.43E-05
,,1.73125,8.46E-05
,,1.7325,8.48E-05
,,1.73375,8.49E-05
,,1.735,8.50E-05
,,1.73625,8.51E-05
,,1.7375,8.54E-05
,,1.73875,8.56E-05
,,1.74,8.58E-05
,,1.74125,8.55E-05
,,1.7425,8.56E-05
,,1.74375,8.53E-05
,,1.745,8.54E-05
,,1.74625,8.50E-05
,,1.7475,8.50E-05
,,1.74875,8.46E-05
,,1.75,8.44E-05
